t[s]	dt[s]	y[cm]	dy[cm]
5.770255556E0	0.02	6.966177983E-1	0.125
5.803433333E0	0.02	7.151203390E-1	0.125
5.836311111E0	0.02	6.781152576E-1	0.125
5.869655556E0	0.02	6.596127170E-1	0.125
5.903000000E0	0.02	6.411101763E-1	0.125
5.937066667E0	0.02	6.226076356E-1	0.125
5.969422222E0	0.02	6.041050950E-1	0.125
6.002855556E0	0.02	5.300949323E-1	0.125
6.035588889E0	0.02	4.560847696E-1	0.125
6.069088889E0	0.02	3.447142587E-1	0.125
6.101400000E0	0.02	2.703488291E-1	0.125
6.134411111E0	0.02	2.333437477E-1	0.125
6.167755556E0	0.02	1.778361257E-1	0.125
6.200811111E0	0.02	8.461288855E-2	0.125
6.233677778E0	0.02	-7.899814786E-3	0.125
6.267755556E0	0.02	-1.189150588E-1	0.125
6.300022222E0	0.02	-1.559201401E-1	0.125
6.333111111E0	0.02	-1.740674139E-1	0.125
6.366588889E0	0.02	-2.110724952E-1	0.125
6.399688889E0	0.02	-2.477223096E-1	0.125
6.432622222E0	0.02	-2.477223096E-1	0.125
6.465922222E0	0.02	-2.292197689E-1	0.125
6.499000000E0	0.02	-9.934671733E-2	0.125
6.532077778E0	0.02	-9.970198426E-2	0.125
6.564977778E0	0.02	-8.190997746E-2	0.125
6.598311111E0	0.02	-4.490489612E-2	0.125
6.631466667E0	0.02	-2.604708852E-2	0.125
6.664444444E0	0.02	2.946053348E-2	0.125
6.697711111E0	0.02	6.682088174E-2	0.125
6.730733333E0	0.02	1.038259631E-1	0.125
6.763944444E0	0.02	1.223285037E-1	0.125
6.796944444E0	0.02	1.034706961E-1	0.125
6.830333333E0	0.02	1.596888520E-1	0.125
6.863244444E0	0.02	1.778361257E-1	0.125
6.896466667E0	0.02	2.144859402E-1	0.125
6.929588889E0	0.02	2.329884808E-1	0.125
6.963122222E0	0.02	2.329884808E-1	0.125
6.995400000E0	0.02	2.329884808E-1	0.125
7.029066667E0	0.02	2.144859402E-1	0.125
7.061811111E0	0.02	1.959833995E-1	0.125
7.094711111E0	0.02	1.774808588E-1	0.125
7.128366667E0	0.02	1.408310444E-1	0.125
7.161211111E0	0.02	1.223285037E-1	0.125
7.195000000E0	0.02	1.038259631E-1	0.125
7.227222222E0	0.02	8.532342241E-2	0.125
7.260655556E0	0.02	8.567868934E-2	0.125
7.294088889E0	0.02	4.867360801E-2	0.125
