t[s]	dt[s]	y[cm]	dy[cm]
5.210300000E0	0.02	-1.604357436E-1	0.125
5.244477778E0	0.02	-9.434027706E-1	0.125
5.276577778E0	0.02	-1.595875293E0	0.125
5.309766667E0	0.02	-2.300545617E0	0.125
5.342677778E0	0.02	-3.031314843E0	0.125
5.376011111E0	0.02	-3.474996158E0	0.125
5.409344444E0	0.02	-3.944776374E0	0.125
5.442677778E0	0.02	-4.257963185E0	0.125
5.475744444E0	0.02	-4.597248896E0	0.125
5.509133333E0	0.02	-4.806040104E0	0.125
5.542522222E0	0.02	-4.910435707E0	0.125
5.575077778E0	0.02	-4.936534608E0	0.125
5.608011111E0	0.02	-4.832139005E0	0.125
5.641133333E0	0.02	-4.675545599E0	0.125
5.674522222E0	0.02	-4.545051095E0	0.125
5.708222222E0	0.02	-4.257963185E0	0.125
5.740377778E0	0.02	-3.892578572E0	0.125
5.773244444E0	0.02	-3.553292861E0	0.125
5.806400000E0	0.02	-2.979117041E0	0.125
5.839555556E0	0.02	-2.535435725E0	0.125
5.872711111E0	0.02	-1.935161005E0	0.125
5.905977778E0	0.02	-1.387084086E0	0.125
5.938822222E0	0.02	-8.129082661E-1	0.125
5.972333333E0	0.02	-3.953258517E-1	0.125
6.005266667E0	0.02	1.788499681E-1	0.125
6.038100000E0	0.02	7.530257879E-1	0.125
6.071866667E0	0.02	9.357180942E-1	0.125
6.104300000E0	0.02	1.353300509E0	0.125
6.137611111E0	0.02	1.562091716E0	0.125
6.170822222E0	0.02	1.796981824E0	0.125
6.204033333E0	0.02	2.084069734E0	0.125
6.236522222E0	0.02	2.214564238E0	0.125
6.270600000E0	0.02	2.292860941E0	0.125
6.303044444E0	0.02	2.318959842E0	0.125
6.336000000E0	0.02	2.266762040E0	0.125
6.369477778E0	0.02	2.162366436E0	0.125
6.402233333E0	0.02	2.110168635E0	0.125
6.435588889E0	0.02	1.979674130E0	0.125
6.468511111E0	0.02	1.744784022E0	0.125
6.501644444E0	0.02	1.457696112E0	0.125
6.534777778E0	0.02	1.092311500E0	0.125
6.568344444E0	0.02	8.313224906E-1	0.125
6.601133333E0	0.02	5.181356798E-1	0.125
6.633922222E0	0.02	3.093444726E-1	0.125
6.667133333E0	0.02	-2.994123909E-2	0.125
6.700344444E0	0.02	-3.953258517E-1	0.125
6.733044444E0	0.02	-6.563148607E-1	0.125
6.766555556E0	0.02	-9.956005724E-1	0.125
6.799588889E0	0.02	-1.099996176E0	0.125
6.833044444E0	0.02	-1.282688482E0	0.125
6.865855556E0	0.02	-1.439281888E0	0.125
6.899011111E0	0.02	-1.674171996E0	0.125
6.931722222E0	0.02	-1.778567599E0	0.125
6.966311111E0	0.02	-1.856864302E0	0.125
6.998522222E0	0.02	-1.935161005E0	0.125
7.030966667E0	0.02	-2.065655509E0	0.125
7.065388889E0	0.02	-1.961259906E0	0.125
7.097533333E0	0.02	-1.856864302E0	0.125
7.131522222E0	0.02	-1.830765401E0	0.125
7.164155556E0	0.02	-1.726369798E0	0.125
7.197533333E0	0.02	-1.517578590E0	0.125
7.230100000E0	0.02	-1.256589581E0	0.125
7.263100000E0	0.02	-9.956005724E-1	0.125
7.296377778E0	0.02	-8.390071670E-1	0.125
7.329388889E0	0.02	-5.780181580E-1	0.125
7.362244444E0	0.02	-4.736225544E-1	0.125
7.395577778E0	0.02	-3.431280499E-1	0.125
7.428911111E0	0.02	-1.082379418E-1	0.125
7.461822222E0	0.02	1.788499681E-1	0.125
7.494933333E0	0.02	2.049488690E-1	0.125
7.527833333E0	0.02	3.093444726E-1	0.125
7.561866667E0	0.02	3.876411753E-1	0.125
7.594544444E0	0.02	4.137400762E-1	0.125
7.627877778E0	0.02	5.703334816E-1	0.125
7.660644444E0	0.02	5.964323825E-1	0.125
7.694777778E0	0.02	6.225312834E-1	0.125
7.727433333E0	0.02	6.747290852E-1	0.125
7.761033333E0	0.02	7.008279861E-1	0.125
7.793300000E0	0.02	6.225312834E-1	0.125
7.826855556E0	0.02	6.225312834E-1	0.125
7.860266667E0	0.02	5.964323825E-1	0.125
7.892777778E0	0.02	5.442345807E-1	0.125
7.926133333E0	0.02	5.181356798E-1	0.125
7.959211111E0	0.02	4.398389771E-1	0.125
7.992288889E0	0.02	3.615422744E-1	0.125
8.025366667E0	0.02	2.049488690E-1	0.125
8.058288889E0	0.02	1.527510672E-1	0.125
8.092900000E0	0.02	4.835546361E-2	0.125
8.124444444E0	0.02	-8.213904089E-2	0.125
8.158522222E0	0.02	-1.604357436E-1	0.125
8.190611111E0	0.02	-2.126335454E-1	0.125
8.224366667E0	0.02	-2.648313472E-1	0.125
8.257688889E0	0.02	-2.909302481E-1	0.125
8.290255556E0	0.02	-3.692269508E-1	0.125
8.323844444E0	0.02	-4.214247526E-1	0.125
8.356455556E0	0.02	-4.736225544E-1	0.125
8.389400000E0	0.02	-4.997214553E-1	0.125
8.423777778E0	0.02	-4.475236535E-1	0.125
8.456311111E0	0.02	-2.909302481E-1	0.125
8.489300000E0	0.02	-4.214247526E-1	0.125
8.522288889E0	0.02	-1.865346445E-1	0.125
8.555722222E0	0.02	-2.909302481E-1	0.125
8.587922222E0	0.02	-2.126335454E-1	0.125
8.620244444E0	0.02	-1.865346445E-1	0.125
8.653344444E0	0.02	-1.343368427E-1	0.125
8.686322222E0	0.02	-1.082379418E-1	0.125
8.719422222E0	0.02	-5.604013999E-2	0.125
8.752744444E0	0.02	-3.842338188E-3	0.125
